date,uid,price
2016-11-28,33097171,199
2016-12-23,33097171,199
2017-06-07,33097171,499
2017-06-18,33097171,299
2017-07-30,33097171,199
2017-05-03,84847578,899
2017-05-10,84847578,599
2017-07-29,84847578,299
2017-09-30,84847578,199
2018-02-10,57346032,499
2018-04-02,50706116,99
2016-10-26,88114512,499
2016-11-16,88114512,299
2017-04-24,88114512,499
2017-06-15,88114512,299
2017-07-18,88114512,299
2017-08-04,88114512,299
2017-11-19,88114512,199
2018-03-19,88114512,299
2018-03-23,88114512,299
2017-05-14,67779187,199
2017-06-23,67779187,499
2017-06-30,67779187,499
2018-01-30,67779187,599
2018-04-19,67779187,299
2016-09-29,66357262,599
2017-04-08,66357262,99
2017-08-28,66357262,599
2017-10-17,66357262,499
2018-02-12,66357262,899
2017-01-31,96523745,899
2017-03-14,96523745,299
2017-03-18,96523745,599
2017-05-14,96523745,899
2017-07-15,96523745,299
2017-08-01,96523745,499
2017-08-09,96523745,599
2017-11-02,96523745,299
2017-12-21,96523745,199
2017-11-23,78578516,599
2018-02-16,78578516,599
2018-03-12,78578516,499
2016-10-28,48200251,599
2017-01-12,48200251,499
2017-07-09,48200251,199
2017-10-15,48200251,299
2017-11-11,48200251,499
2018-03-12,48200251,299
2018-04-07,48200251,499
2018-04-10,48200251,499
2016-07-31,93860850,199
2017-09-11,93860850,599
2018-02-06,93860850,199
2017-09-11,58092686,599
2017-07-15,98103218,499
2017-08-15,60221388,499
2018-01-12,60221388,599
2017-02-18,96783117,99
2017-10-05,96783117,199
2017-10-09,96783117,299
2017-12-31,96783117,599
2018-03-19,96783117,499
2017-03-01,25377986,499
2017-06-24,25377986,299
2017-07-14,25377986,499
2017-08-07,25377986,499
2017-09-12,25377986,899
2017-05-07,97103221,299
2017-10-19,97103221,499
2017-11-17,97103221,299
2017-12-31,97103221,599
2018-01-10,97103221,299
2018-01-20,97103221,599
2015-11-13,37698633,599
2016-07-06,37698633,299
2016-08-25,37698633,599
2016-11-18,37698633,199
2016-12-26,37698633,199
2017-03-06,37698633,199
2017-03-14,37698633,299
2017-05-06,37698633,499
2017-06-11,49163184,499
2017-06-20,49163184,499
2017-09-05,49163184,599
2017-11-11,49163184,499
2016-06-08,12398223,99
2016-07-10,12398223,499
2016-12-01,12398223,499
2016-12-08,12398223,99
2016-12-26,12398223,299
2017-01-01,12398223,199
2017-05-18,12398223,499
2017-08-18,12398223,899
2017-09-28,12398223,499
2017-12-22,12398223,99
2018-01-06,12398223,199
2018-03-23,12398223,499
2016-12-05,16549717,499
2016-12-14,16549717,199
2017-03-10,16549717,299
2017-03-28,16549717,599
2017-07-14,16549717,299
2017-07-29,16549717,299
2017-09-13,16549717,299
2017-12-30,67016581,499
2018-01-14,67016581,199
2017-01-31,67056983,199
2017-04-28,67056983,199
2017-07-12,67056983,299
2017-08-15,67056983,199
2017-09-14,67056983,299
2018-04-13,67056983,499
2017-01-30,94741483,199
2017-06-18,94741483,899
2017-08-29,94741483,499
2016-06-11,35243889,299
2016-08-07,35243889,199
2016-11-29,35243889,499
2016-11-30,35243889,499
2017-06-07,35243889,199
2017-07-14,35243889,599
2017-07-18,35243889,499
2017-08-05,35243889,499
2018-02-13,35243889,499
2018-04-19,35243889,299
2016-07-31,50692518,299
2016-08-08,50692518,499
2016-08-10,50692518,499
2016-10-06,50692518,299
2016-10-07,50692518,599
2016-10-25,50692518,499
2017-02-16,50692518,299
2017-03-03,50692518,499
2017-07-11,50692518,599
2017-12-20,50692518,599
2018-01-13,50692518,499
2018-03-03,99911915,299
2015-05-17,93873145,499
2015-05-24,93873145,499
2015-10-18,93873145,199
2016-01-15,93873145,199
2016-12-16,93873145,299
2017-04-07,93873145,199
2017-04-09,93873145,599
2017-05-10,93873145,599
2017-09-19,93873145,199
2018-03-29,31315573,299
2018-04-05,31315573,299
2018-04-14,31315573,499
2017-10-13,61537627,599
2017-11-19,61537627,599
2018-01-20,61537627,599
2018-03-23,61537627,299
2017-11-15,93708041,199
2018-02-20,93708041,299
2016-05-28,14432678,199
2016-07-13,14432678,299
2016-12-28,14432678,599
2017-04-29,14432678,199
2017-05-25,14432678,499
2018-01-25,14432678,499
2018-02-08,21033312,199
2017-06-24,94104511,199
2017-06-25,94104511,499
2017-11-12,94104511,899
2018-02-23,94104511,199
2018-04-18,94104511,499
2017-08-21,89325616,899
2017-09-20,89325616,199
2017-11-07,89325616,199
2017-11-09,89325616,599
2017-11-21,89325616,299
2018-01-27,89325616,499
2018-03-21,89325616,499
2015-09-09,19577419,499
2016-05-06,19577419,299
2016-08-11,19577419,599
2016-12-01,19577419,299
2017-05-24,19577419,599
2017-07-12,19577419,899
2017-08-21,19577419,199
2017-09-14,19577419,99
2018-02-01,19577419,299
2018-02-24,19577419,199
2017-04-06,52697030,199
2017-05-31,52697030,499
2017-06-14,52697030,299
2017-09-17,52697030,499
2017-10-24,52697030,299
2018-02-23,80379459,499
2018-04-20,80379459,499
2017-02-02,11604973,499
2017-03-21,11604973,299
2017-05-04,11604973,499
2017-12-06,11604973,599
2018-01-10,11604973,199
2018-02-06,11604973,599
2018-02-04,39371801,299
2018-02-01,83076003,99
2018-02-19,83076003,599
2018-04-06,83076003,199
2016-03-18,41438121,499
2016-04-06,41438121,299
2016-04-10,41438121,499
2017-04-09,41438121,199
2017-10-07,41438121,299
2017-11-30,41438121,99
2018-02-01,41438121,299
2017-02-03,14980773,499
2017-02-04,14980773,199
2017-02-25,14980773,299
2017-09-20,14980773,499
2017-07-24,91690428,299
2017-08-28,91690428,299
2017-10-29,91690428,499
2017-11-08,91690428,499
2016-11-26,13524802,499
2017-02-21,13524802,599
2017-07-03,13524802,299
2018-02-20,13524802,599
2015-12-12,72925551,599
2016-05-08,72925551,199
2016-12-12,72925551,499
2017-08-06,72925551,499
2017-09-19,72925551,599
2017-09-24,72925551,499
2017-12-27,72925551,499
2018-02-22,68484074,599
2017-10-12,76557706,899
2018-04-01,76557706,599
2016-10-19,79255931,499
2017-01-24,79255931,199
2017-02-24,79255931,199
2017-05-10,79255931,599
2017-05-20,79255931,99
2017-07-11,79255931,899
2017-11-24,79255931,199
2015-10-30,85070362,499
2015-11-08,85070362,299
2016-06-05,22495315,599
2016-10-28,22495315,199
2016-11-04,22495315,599
2017-03-16,22495315,299
2017-04-25,22495315,599
2017-06-05,22495315,299
2017-10-05,22495315,499
2018-01-24,22495315,299
2018-03-15,22495315,499
2016-04-22,17175182,599
2016-09-23,17175182,499
2017-02-20,17175182,599
2017-04-08,17175182,199
2017-05-27,17175182,199
2017-06-09,17175182,199
2017-08-18,17175182,199
2017-11-18,17175182,299
2018-03-03,50813295,899
2016-08-01,62382694,499
2016-08-08,62382694,499
2016-09-30,62382694,199
2016-12-25,62382694,299
2017-02-16,62382694,299
2017-03-08,62382694,499
2017-06-21,62382694,499
2017-12-31,62382694,299
2018-03-28,62382694,299
2017-02-03,70832965,299
2018-01-28,70832965,199
2018-02-03,70832965,199
2017-04-19,24335938,499
2017-05-10,24335938,499
2017-06-13,24335938,499
2017-06-25,24335938,299
2017-07-16,24335938,199
2017-12-27,24335938,599
2017-10-28,68309261,299
2017-11-07,68309261,199
2017-11-14,68309261,199
2018-01-13,68309261,599
2018-01-18,68309261,499
2018-04-08,68309261,599
2017-04-02,62815458,599
2017-05-13,62815458,299
2017-05-17,62815458,299
2017-09-09,62815458,499
2017-11-13,62815458,499
2017-12-22,82589906,199
2018-02-09,82589906,99
2017-09-09,13262016,299
2018-01-19,13262016,599
2018-04-03,13262016,599
2016-10-19,47873630,199
2016-12-17,47873630,499
2017-01-09,47873630,499
2017-05-29,47873630,599
2018-03-12,47873630,499
2017-08-21,63614747,199
2017-08-29,63614747,299
2017-09-02,63614747,499
2017-10-21,63614747,499
2018-01-01,63614747,499
2018-02-07,63614747,499
2017-06-02,25147571,599
2017-10-31,25147571,199
2018-03-11,25147571,499
2017-04-20,85936631,299
2017-05-19,85936631,299
2017-11-16,85936631,199
2018-04-18,85936631,299
2018-03-17,88378335,299
2018-03-18,88378335,299
2017-06-17,15266932,599
2017-08-13,15266932,199
2018-04-13,15266932,499
2017-08-30,72066733,599
2017-10-13,61601388,199
2017-11-04,61601388,299
2017-11-20,61601388,199
2018-01-06,61601388,199
2018-01-31,61601388,899
2018-03-01,61601388,299
2016-10-16,29934400,299
2017-02-16,29934400,899
2017-03-20,29934400,99
2017-05-07,29934400,299
2017-05-28,29934400,299
2017-11-14,29934400,499
2017-12-24,29934400,499
2018-02-08,29934400,299
2016-10-27,36801674,499
2017-04-03,36801674,499
2017-08-20,36801674,199
2017-09-11,36801674,299
2017-12-06,36801674,299
2015-08-06,97021895,499
2015-12-05,97021895,599
2015-12-12,97021895,299
2016-01-20,97021895,499
2016-02-14,97021895,299
2016-04-14,97021895,199
2016-05-13,97021895,299
2016-12-01,97021895,499
2017-04-07,97021895,599
2017-09-07,97021895,199
2017-11-06,97021895,499
2017-11-13,97021895,299
2017-12-13,97021895,499
2018-02-20,97021895,299
2018-03-23,97021895,599
2017-12-04,80170022,499
2016-05-26,50121083,299
2016-10-25,50121083,299
2017-03-24,50121083,199
2017-08-13,50121083,599
2017-11-11,50121083,299
2017-11-13,50121083,299
2018-01-27,50121083,299
2015-11-06,27287410,99
2015-12-16,27287410,299
2017-04-20,27287410,499
2017-10-01,27287410,899
2016-09-22,85160415,299
2017-02-07,85160415,599
2017-04-26,85160415,299
2017-08-05,85160415,499
2017-10-04,85160415,499
2016-11-30,15356876,299
2017-01-03,15356876,599
2017-06-12,15356876,599
2017-09-07,15356876,299
2017-09-13,15356876,599
2018-01-31,15356876,599
2018-03-29,15356876,299
2017-08-16,54551870,199
2018-02-22,54551870,599
2018-01-29,49694379,299
2017-07-04,16693913,499
2017-09-11,16693913,199
2017-07-14,61999869,199
2017-08-12,61999869,199
2017-09-05,61999869,199
2017-09-10,61999869,199
2017-10-17,61999869,599
2017-10-19,61999869,299
2017-10-25,61999869,199
2018-04-20,47047503,899
2016-04-17,37584141,599
2016-04-21,37584141,499
2017-08-21,94411529,599
2017-09-28,94411529,499
2017-11-22,94411529,499
2018-01-07,94411529,499
2018-01-31,94411529,299
2018-04-06,94411529,199
2018-04-12,94411529,299
2017-09-05,65181532,499
2017-09-26,65181532,199
2017-09-30,65181532,499
2017-10-22,65181532,599
2017-11-04,65181532,499
2018-01-20,65181532,599
2016-07-10,53524226,199
2016-10-09,53524226,199
2017-02-06,53524226,199
2017-05-28,53524226,299
2018-02-13,53524226,599
2018-03-31,53524226,299
2016-04-17,61743596,899
2016-08-24,61743596,199
2016-11-13,61743596,199
2018-01-05,61743596,499
2016-03-04,95576632,499
2016-04-21,95576632,499
2016-06-12,95576632,599
2016-10-07,95576632,299
2016-10-12,95576632,499
2017-03-01,95576632,299
2017-03-20,95576632,599
2017-03-21,95576632,199
2017-04-11,95576632,199
2017-04-29,95576632,499
2017-05-21,95576632,299
2017-05-26,95576632,199
2018-01-29,95576632,499
2017-07-31,54670569,299
2017-12-10,54670569,599
2018-01-26,54670569,299
2018-01-29,54670569,599
2017-09-10,25461914,499
2017-12-18,25461914,199
2015-10-19,58784749,299
2018-03-29,51448171,199
2015-07-19,93258735,599
2015-11-12,93258735,499
2016-02-06,93258735,199
2016-08-23,93258735,299
2017-07-09,93258735,99
2017-10-08,93258735,299
2017-11-05,93258735,299
2017-01-05,86897304,199
2017-09-03,86897304,199
2017-11-21,86897304,499
2018-01-11,86897304,599
2018-02-16,86897304,199
2018-03-13,86897304,99
2017-12-21,15045890,499
2018-01-22,15045890,599
2017-09-08,52635803,99
2017-10-15,52635803,499
2017-09-06,60245500,899
2017-12-11,60245500,599
2018-01-07,60245500,499
2017-11-18,74435605,199
2018-01-20,74435605,299
2015-09-12,47798168,299
2016-02-03,47798168,299
2016-03-07,47798168,599
2016-05-01,47798168,599
2016-06-17,47798168,499
2016-11-02,47798168,499
2017-01-08,47798168,499
2017-03-02,47798168,499
2017-10-18,47798168,599
2017-12-02,47798168,599
2017-12-29,47798168,499
2018-02-03,47798168,99
2017-03-02,93307017,199
2017-08-12,93307017,199
2017-09-17,93307017,599
2017-09-23,93307017,199
2017-11-17,93307017,599
2017-05-11,15505939,299
2017-10-25,15505939,899
2017-11-12,15505939,499
2017-12-11,15505939,599
2018-01-08,15505939,499
2018-02-07,15505939,599
2017-01-31,23599275,299
2017-08-10,23599275,299
2017-09-05,23599275,199
2017-10-16,23599275,99
2017-06-20,37754734,499
2017-09-02,37754734,499
2018-01-28,37754734,599
2018-02-26,37754734,499
2016-03-19,25718425,599
2016-05-27,25718425,99
2016-10-15,25718425,599
2017-09-25,25718425,299
2017-11-01,26383212,499
2017-11-10,26383212,499
2017-11-19,26383212,299
2017-12-28,26383212,299
2016-08-04,75171338,199
2016-12-12,75171338,299
2017-03-08,75171338,299
2017-08-03,75171338,299
2017-08-26,75171338,199
2017-10-26,75171338,299
2017-12-04,75171338,599
2015-10-14,99975039,199
2016-01-12,99975039,599
2016-04-10,99975039,599
2017-03-29,99975039,199
2017-05-13,99975039,299
2017-06-24,99975039,899
2017-07-22,99975039,499
2017-09-29,99975039,299
2017-12-10,99975039,499
2018-04-04,99975039,499
2016-10-18,16811193,299
2016-11-22,16811193,99
2017-03-29,16811193,599
2017-08-20,16811193,499
2018-02-22,16811193,599
2018-04-05,16811193,599
2017-09-19,71385464,599
2016-09-28,41542453,99
2017-06-19,41542453,499
2017-07-04,41542453,499
2017-06-02,64247813,499
2017-10-10,64247813,299
2018-01-18,64247813,599
2018-02-17,51365662,299
2018-02-19,51365662,899
2018-04-21,51365662,199
2016-10-15,75942230,299
2017-02-03,75942230,499
2017-02-17,75942230,499
2017-06-16,75942230,299
2017-07-13,75942230,499
2017-11-06,75942230,199
2017-12-10,75942230,599
2015-10-28,61306583,99
2016-01-30,61306583,499
2016-03-16,61306583,499
2016-07-04,61306583,599
2017-02-08,61306583,199
2017-05-08,61306583,299
2017-07-17,61306583,99
2017-07-29,61306583,299
2017-07-31,61306583,299
2017-08-04,61306583,499
2017-11-13,61306583,199
2017-04-03,24874556,599
2017-06-06,24874556,199
2017-08-07,24874556,599
2017-10-08,24874556,199
2017-12-01,24874556,899
2017-12-21,24874556,199
2017-12-24,24874556,499
2018-02-08,24874556,299
2018-02-16,24874556,599
2018-02-26,24874556,599
2016-07-11,41536955,299
2016-12-10,41536955,599
2017-08-26,41536955,499
2017-10-06,41536955,299
2017-10-22,41536955,299
2017-05-24,21329987,299
2017-12-16,21329987,599
2017-12-24,21329987,299
2018-01-27,21329987,199
2018-02-27,21329987,499
2015-10-20,39314876,899
2016-08-05,39314876,499
2016-10-11,39314876,499
2017-01-05,39314876,499
2017-03-15,39314876,599
2017-07-06,39314876,199
2017-05-23,74577179,199
2017-07-31,74577179,199
2016-11-04,53861186,499
2017-06-24,53861186,599
2017-07-21,53861186,199
2017-10-10,53861186,199
2017-10-27,53861186,499
2018-03-24,53861186,599
2018-04-01,53861186,499
2017-06-27,45207456,499
2017-07-30,45207456,299
2017-08-25,45207456,599
2018-01-29,45207456,199
2018-01-04,53466198,99
2018-02-05,53466198,299
2018-02-12,53466198,599
2018-01-02,82722168,499
2018-01-03,82722168,299
2018-01-30,82722168,599
2018-02-13,82722168,899
2018-02-22,82722168,499
2017-03-24,34748104,599
2017-04-25,34748104,99
2017-05-25,34748104,299
2017-07-30,34748104,299
2018-01-16,34748104,499
2018-02-16,28088851,199
2017-09-26,77606914,199
2017-07-29,61384231,899
2017-09-17,61384231,499
2018-01-03,61384231,599
2018-02-22,61384231,99
2017-07-27,75063732,299
2017-11-16,75063732,499
2018-01-21,75063732,599
2018-02-06,75063732,299
2018-03-01,75063732,199
2018-04-13,75063732,599
2017-07-19,51802951,299
2017-11-19,51802951,599
2017-11-29,51802951,899
2018-03-12,51802951,599
2016-09-20,63424915,299
2017-03-05,63424915,599
2017-08-07,63424915,199
2017-12-14,63424915,899
2018-02-02,63424915,599
2017-05-05,99217078,499
2017-07-27,99217078,199
2017-09-27,99217078,899
2017-12-01,99217078,499
2016-04-11,83095162,599
2016-11-23,83095162,599
2017-01-08,83095162,599
2017-04-03,83095162,299
2017-04-21,83095162,199
2017-11-13,83095162,299
2016-01-31,14812296,599
2016-02-26,14812296,599
2016-09-05,14812296,99
2016-10-27,14812296,99
2017-03-22,14812296,499
2017-04-06,14812296,499
2017-06-23,14812296,199
2017-11-09,14812296,499
2017-12-01,14812296,599
2018-02-22,14812296,199
2017-05-23,26812473,299
2017-12-01,26812473,499
2018-02-02,26812473,299
2018-03-18,26812473,499
2018-03-30,26812473,299
2017-01-27,98873907,499
2017-11-03,98873907,199
2018-01-15,15346611,99
2018-03-09,15346611,199
2018-04-05,15346611,499
2016-09-10,46898712,499
2017-10-08,46898712,299
2018-03-29,46898712,599
2018-04-06,33122780,199
2016-03-27,74362967,599
2016-04-22,74362967,199
2016-06-09,74362967,499
2016-07-16,74362967,299
2016-07-21,74362967,899
2016-11-09,74362967,599
2016-11-25,74362967,299
2017-01-24,74362967,299
2017-02-10,74362967,499
2017-03-30,74362967,299
2017-04-09,74362967,199
2017-04-24,74362967,499
2017-08-23,74362967,499
2018-02-15,74362967,299
2017-03-20,62062262,299
2018-03-28,92399136,499
2018-01-01,69022365,299
2018-02-07,69022365,599
2018-03-17,69022365,199
2017-07-22,57925651,899
2018-04-04,57925651,499
2017-03-08,19888163,499
2017-09-30,19888163,299
2018-02-06,19888163,499
2018-04-12,35050710,199
2018-04-15,35050710,299
2017-12-31,42081035,499
2018-02-19,42081035,499
2017-07-29,29624127,299
2017-08-14,29624127,499
2017-11-24,29624127,899
2018-03-11,29624127,99
2018-04-09,29624127,599
2018-02-28,28717030,199
2018-04-07,28717030,299
2018-01-06,46558398,299
2018-02-01,46558398,499
2018-03-03,46558398,599
2017-10-27,32666542,899
2018-02-26,32666542,199
2018-04-12,32666542,199
2017-06-26,19535800,599
2017-08-13,19535800,99
2017-09-09,19535800,299
2016-02-29,98832016,599
2016-07-19,98832016,599
2016-09-29,98832016,499
2016-11-28,98832016,99
2018-03-10,98832016,299
2017-01-15,68033237,599
2017-07-17,68033237,599
2017-12-20,68033237,299
2017-12-29,68033237,199
2018-02-25,68033237,99
2016-08-10,53604176,599
2016-11-04,53604176,199
2017-10-21,53604176,199
2018-01-19,53604176,599
2017-10-05,71437132,299
2017-11-10,71437132,299
2017-11-29,71437132,299
2017-01-27,60774239,499
2018-02-03,60774239,299
2018-03-03,60774239,599
2018-03-20,60774239,499
2018-04-11,60774239,299
2017-01-26,80598105,499
2017-07-12,80598105,599
2017-07-15,80598105,299
2018-03-24,80598105,599
2017-06-29,94509847,299
2017-07-25,94509847,299
2017-08-20,94509847,899
2016-06-07,71451282,199
2016-07-04,71451282,299
2017-01-14,71451282,199
2017-07-09,71451282,899
2017-07-13,71451282,899
2017-08-08,71451282,499
2017-10-19,71451282,299
2017-12-20,71451282,199
2018-03-14,71451282,499
2018-04-09,71451282,99
2017-07-24,87749554,299
2017-09-01,87749554,299
2017-09-17,87749554,199
2017-12-24,87749554,599
2018-02-06,87749554,299
2018-03-27,87749554,299
2018-03-31,87749554,299
2018-04-06,87749554,499
2015-10-20,65616971,499
2016-03-29,65616971,499
2017-05-30,65616971,899
2017-06-17,65616971,199
2017-10-02,65616971,599
2017-10-30,65616971,599
2018-01-16,65616971,599
2018-03-04,65616971,299
2017-09-30,55445259,199
2017-10-08,55445259,899
2018-02-13,55445259,199
2018-04-20,55445259,599
2017-11-16,51887492,299
2017-11-26,51887492,599
2018-04-11,51887492,499
2015-08-05,35355937,499
2015-10-18,35355937,599
2015-10-28,35355937,299
2016-07-14,35355937,599
2016-10-27,35355937,299
2016-11-21,35355937,199
2016-12-24,35355937,299
2017-08-19,35355937,299
2018-04-03,35355937,299
2017-08-29,81329636,199
2017-11-07,81329636,199
2017-12-01,81329636,499
2018-02-20,81329636,199
2018-02-23,81329636,99
2018-02-28,81329636,199
2018-03-08,97508884,199
2018-04-19,97508884,199
2016-06-20,69718468,599
2016-09-04,69718468,299
2017-02-17,69718468,199
2017-06-06,69718468,499
2018-01-13,69718468,599
2018-01-14,79941469,299
2017-01-13,97796805,599
2017-03-29,97796805,99
2017-09-17,42191944,499
2017-09-28,42191944,299
2017-12-12,42191944,599
2017-09-28,41821574,199
2017-12-02,41821574,199
2017-12-25,45150795,299
2018-01-25,31694437,599
2016-12-11,24894801,499
2017-05-22,24894801,199
2018-01-05,24894801,199
2018-01-13,24894801,199
2018-02-05,24894801,599
2015-06-07,35592295,499
2015-07-05,35592295,499
2015-07-31,35592295,499
2015-08-09,35592295,499
2015-08-23,35592295,299
2015-09-15,35592295,199
2015-11-15,35592295,499
2015-12-08,35592295,199
2016-09-05,35592295,299
2016-10-12,35592295,899
2017-03-06,35592295,599
2017-04-16,35592295,599
2017-12-14,35592295,599
2018-04-20,35592295,499
2016-09-30,36349391,599
2016-10-09,36349391,99
2016-10-12,36349391,199
2016-10-22,36349391,599
2017-09-22,36349391,99
2017-10-01,36349391,599
2017-10-22,36349391,199
2017-09-24,65843393,599
2017-09-27,65843393,299
2016-07-16,64477752,499
2016-09-22,64477752,599
2016-12-07,64477752,599
2017-01-16,64477752,499
2017-02-04,64477752,299
2017-04-26,64477752,499
2017-05-08,64477752,99
